,charaka,book_name
5450," Preparation of Snehana, Lekhana, (emulsive) Puta-paka should be prepared with the flesh (of animals frequenting marshy places) abounding in Sneha -f and with the Vaira (lard), Majjan (marrow), and Medas (fat), and the drugs of the MadJiura group and it should be retained in the eye so long as one would take to utter two hundred syllables. The scraping or Lekhana Puta-paka should be prepared with the flesh and the liver of an animal of the Jangala species and the drugs possessing the Lekhana or scraping properties, as well as powders of black iron (steel), copper, conch- shells, Vidrmna (corals), S'aindhva salt, Kdsisa (sulphate of iron) and Srotonjana (pasted to- gether) with the cream of curd. The affected localit)' should be exposed to a Lekhana Puta-paka as long as t In place of meaning flesh abounding in Sneha, a e. clarified butter and (lesh) is quoted by Dallana. ",
5451,"one would take to utter a hundred syllables at most. The healing or Ropana Futa-paka should be prepared by- cooking the flesh of an animal of the Jangala group with breast-milk, clarified butter and the bitter drugs, and should be retained in the affected eye for a period three times as much as the Lekhana-Puta-paka should be retained i.e., for a period as long as one would require to utter three hundred s\-llables. ",
5452,13-Nov,
5453," The fumigating measures mentioned in connection with the Tarpana of an affected eye, as well as theappH cations of Snsha and Sveda, should be resorted to in the cases of the application of the Puta-paka measures, except in cases of the application of the Ropana Puta-paka. Puta-paka applications ma\' be made on one day only or may be continued for two or three days.f. A strict regimen of diet and conduct should be observed for a period twice as long as the preparatory period (beginning with the time of administering the Sneha to the patient for preparing him for the application of the Puta-paka till the time of actually administering the Putapaka itself). ",
5454,14-15,
5455," Prohibition and Remedies for in- fringement application of Tarpana and Puta-paka (to the affected eye) the patient should not catch glimpses of the light, fire, sky, looking-glass or any other luminous object ; nor he should expose the eye place of clarified butter) Dallana quotes clarified butter i e. , clarified bu'ter pre- pared from cow's milk. t Dallana explains that the application of the Puta-paka measure should be made for one day only in Kaphaja eye-diseases, or if the Puta-paka be a Lekhana one ; and it should be continued for two days in Pittaja eye-diseases, or if it be a .Snehana one ; and for three days in Vataja eye-diseases, or if it be a Ropana Puta-paka. ",
5456,"to the blast of the wind. The unfavourable symptoms incidental to and induced by an infringement of the rules to be observed after the application of these two (Tarpana and Futa-paka) measures should be remedied with the applications of Anjana (colly rium), A's'chyotana and Sveda (fomentation) to the deranged bodily Doshas, underlying each particular case. ",
5457,16-17,
5458," Satisfactory, excessive and tive application of Puta-paka "".—Fresh- ness and clearness of the colour (of the cornea), capa bilit\- of the organ (eye) to bear heat, light and wind, refreshing sleep and an unembarrassed gladsome waken- ing and a lightness of the organ are the benefits which are derived from Satisfactory Puta-paka applications. Darkness of vision, pain and swelling of the eye and the appearance of eruptions (Pidaka) in the affected organ, arc the evils which mark an excessive applica- tion of the Puta-paka measure ; while suppuration and lachrymations of the eye and a thrilling sensation (Harsha) in the affected organ, as well as a further aggravation of the Dosha (involved) are the characteris- tic features of a deficient Puta-paka application 18, I shall describe the mode of preparing a Puta-paka remedy. Two Viha (Pala) measures of cleansed and pasted meat, one Pala measure of the medicinal drugs pasted together and one Kudava (half a seer) measure (jf licpiid ingredients should be mixed together (and made into a ball), well covered with the leaves of Kadali, Kdsmari, Eranda, Ktimuda or of Padma plant. Coated with clay, it should be duly scorched in the burning charcoal (fire) of catechu wood or in that of Kataka, As'mantaka, Eranda, Pdtald, 1 ''dsa/ca, Vadara, or in the fire of the dried cakes r3 ",
5459, of cow-dung. When well cooked the bail should be taken out of the fire and broken and its contents with- drawn and squeezed. The fluid extract should then be collected and applied (to the affected organ) in the manner of applying a Tarpana. ,
5460,19,
5461," patient being laid on his back at the time, the fluid extract in both the cases (Tarpana and Puta-pdka) should be dropped cold into the cases of derangement of the blood and the Pitta ; it should be used lukewarm when the Vdyu and the Kapha would be found to have been aggravated. A burning sensation in the affected eye as well as its consequential inflammation would result from the use of too hot (warm) or strong or keen-potencied (Tikshna) extract for the purpose. A thrilling sensation (Harsha), pain and numbness in the locality and lachrymation from the affected organ originate from the use of a cold and mild-potencied Puta-paka or Tarpana eye-drop. Red- ness and contraction of the eye attended with a jerking and throbbing sensation therein are the effects of an excessive (over-dose) application of the Tarpana, whereas a deficient (under-dose) use of them produces an aggravation of the deranged bodily Doshas in the locality. Properly applied, the}- alley the burning and itching sensation, swelling, pain, lachrymation and mucous secretion, as well as the (unnatural) coating and redness in the affected eye. As every one is desirous of avoiding the aggravation of Doshas, so the Puta-paka and Tarpana measures should be applied in such a way as would give health and happiness (to the eye). The evils resulted by a course of injudicious application of Puta-paka or Tarpana, are to be remedied with the application of errhines ( Nasya ), Dhuma and Anjana ",
5462,remedial to the specific deranged bodily Dosha or Doshas involved in each case. ,
5463,20,
5464, The affected eye should be fomented before the use of a Puta-paka or a Tarpana measure with a piece of cloth soaked in hot water (and rinsed). Fumigation of the affected organ in the end should be prescribed in a case marked by an aggravation of the deranged Kapha of the localit}-. ,
5465,21,
5466," As'Chyotana and pre- pared and applied, the As'chyotana and Seka measures would respectively subdue cases of slight and violent attacks of the eye. Like the Puta-paka measure these two also arc devided into three classes w'-c, (Lekhana, Snehana and Ropana). Seven or eight drops of the medicinal fluid should be used in Lekhana-As'chyotana (for the purpose of scraping the affected eye) ; ten drops in the Snehana (for emulsive purposes) and twelve drops in the Ropana As'chyotana ( for the purpose of setting up a granulative process in a local sore or wound). The maximum period for which an (affected) eye should be subjected to the Seka measure is twice as long as is enjoined in respect of a Puta-paka or until the disease is gradually and wholly removcd.-f"" applications should be made in the morning or evening or at noon (in accord- The period for which an affected eye should be subjected to the As'chyotana measure, is not given in the text, but Dallana says that it should be the same as ob.served in cases of Puta-psika- Some, however, hold that in cases of both Seka and As'chyotana the period would be twice as that for Puta-paka. t This rule for subjecting the affected eye to the measure till the disease is gradually and wholly removed is for Seka and As'chyotana only; but according to some it is a general rule which aliplies also to cases of cle. ",
5467," ancc with the aggravation of the deranged or whenever there would be pain (in the affected eye), f The symptoms of proper and improper (excessive and deficient) applications of a Sneha (emulsive) Seka are identical with those of Tarpana. ",
5468,22-23,
5469," Siro-vasti serious diseases peculiar to the head readily yeild to and arc conquered by the application of Siro-vasti, which also produces the very good effects known as the Murdha-tailika ones peculiar to the use of (emulsive) Siro-vasti. The patient having been treated with purgatives and emetics (accord- ing to requirements ) should be given a proper diet according to the nature of the disease, and made to sit erect in the evening, when an animal bladder (the bladder of a goat being usually used for the purpose) filled with the proper Sneha, should be placed on his crown and firmly tied up with a bandage. The Sneha- filled bladder should be so retained on the head ten times as long as is necessary for Tarpana measure, according to the nature of the disease. ",
